Company,CompanyLocation,Year,BeanOrigin,Continent,CocoaPercent,CocoaBin,IngredientCount,IngredientInitials,Rating
Mast Brothers,U.S.A.,2011,Venezuela,South America,70.0,60-70%,2,"B,S",3.0
Mast Brothers,U.S.A.,2011,Peru,South America,75.0,70-80%,2,"B,S",3.0
Mast Brothers,U.S.A.,2011,Dominican Republic,North America,73.0,70-80%,2,"B,S",3.25
Mast Brothers,U.S.A.,2011,Blend,Other,72.0,70-80%,2,"B,S",3.5
Mast Brothers,U.S.A.,2011,Belize,North America,70.0,60-70%,2,"B,S",3.5
Mast Brothers,U.S.A.,2011,Dominican Republic,North America,74.0,70-80%,2,"B,S",3.75
Mast Brothers,U.S.A.,2012,Blend,Other,72.0,70-80%,2,"B,S",2.5
Mast Brothers,U.S.A.,2012,Venezuela,South America,73.0,70-80%,2,"B,S",2.75
Mast Brothers,U.S.A.,2012,Blend,Other,73.0,70-80%,2,"B,S",3.5
Mast Brothers,U.S.A.,2014,Blend,Other,75.0,70-80%,2,"B,S",3.75
Mast Brothers,U.S.A.,2015,Guatemala,North America,76.0,70-80%,2,"B,S",3.0
Mast Brothers,U.S.A.,2015,Tanzania,Africa,74.0,70-80%,2,"B,S",3.25
Matale,Australia,2013,Vanuatu,Oceania,72.0,70-80%,3,"B,S,C",3.5
Matale,Australia,2013,Blend,Other,70.0,60-70%,3,"B,S,C",3.75
Matale,Australia,2013,Madagascar,Africa,68.0,60-70%,3,"B,S,C",4.0
Matale,Australia,2013,Papua New Guinea,Oceania,74.0,70-80%,3,"B,S,C",4.0
Maui Kuia,U.S.A.,2021,U.S.A.,North America,70.0,60-70%,3,"B,S,C",3.5
Maverick,U.S.A.,2014,Belize,North America,70.0,60-70%,2,"B,S",3.25
Maverick,U.S.A.,2014,Dominican Republic,North America,70.0,60-70%,2,"B,S",3.25
Maverick,U.S.A.,2014,Peru,South America,82.0,80-90%,2,"B,S",3.25
Maverick,U.S.A.,2014,Peru,South America,63.0,60-70%,3,"B,S,C",3.5
Maverick,U.S.A.,2020,U.S.A.,North America,70.0,60-70%,3,"B,S,C",3.0
Maverick,U.S.A.,2020,Vietnam,Asia,75.0,70-80%,3,"B,S,C",3.0
Maverick,U.S.A.,2020,Madagascar,Africa,65.0,60-70%,3,"B,S,C",3.25
Mayacama,U.S.A.,2016,Dominican Republic,North America,72.0,70-80%,2,"B,S",3.0
McGuire,Canada,2020,Guatemala,North America,70.0,60-70%,3,"B,S,C",2.5
McGuire,Canada,2020,Belize,North America,70.0,60-70%,3,"B,S,C",3.25
Meadowlands,U.S.A.,2014,Bolivia,South America,70.0,60-70%,2,"B,S",2.5
Meadowlands,U.S.A.,2014,Venezuela,South America,70.0,60-70%,2,"B,S",2.75
Meadowlands,U.S.A.,2014,Belize,North America,70.0,60-70%,2,"B,S",3.0
Meadowlands,U.S.A.,2014,Nicaragua,North America,70.0,60-70%,2,"B,S",3.0
Meadowlands,U.S.A.,2014,Dominican Republic,North America,70.0,60-70%,2,"B,S",3.5
Mellow,Denmark,2019,Ecuador,South America,85.0,80-90%,2,"B,S*",2.5
Mellow,Denmark,2019,Dominican Republic,North America,70.0,60-70%,2,"B,S*",2.75
Mellow,Denmark,2019,Philippines,Asia,70.0,60-70%,2,"B,S*",3.25
Mellow,Denmark,2019,Tanzania,Africa,70.0,60-70%,2,"B,S*",3.25
Menakao (aka Cinagra),Madagascar,2012,Madagascar,Africa,80.0,70-80%,4,"B,S,C,L",2.5
Menakao (aka Cinagra),Madagascar,2012,Madagascar,Africa,72.0,70-80%,4,"B,S,C,L",2.5
Mesocacao,Honduras,2014,Honduras,North America,80.0,70-80%,3,"B,S,C",3.25
Mesocacao,Honduras,2014,Nicaragua,North America,70.0,60-70%,3,"B,S,C",3.25
Mesocacao,Honduras,2014,Honduras,North America,70.0,60-70%,3,"B,S,C",3.5
Mesocacao,Honduras,2014,Nicaragua,North America,80.0,70-80%,3,"B,S,C",3.5
Mesocacao,Honduras,2015,El Salvador,North America,80.0,70-80%,3,"B,S,C",2.75
Mesocacao,Honduras,2015,El Salvador,North America,70.0,60-70%,3,"B,S,C",3.0
Mestico,Brazil,2018,Brazil,South America,75.0,70-80%,3,"B,S,C",2.5
Metiisto,Sweden,2014,Brazil,South America,70.0,60-70%,3,"B,S,C",3.0
Metiisto,Sweden,2014,Madagascar,Africa,72.0,70-80%,3,"B,S,C",3.5
Metiisto,Australia,2018,Solomon Islands,Oceania,72.0,70-80%,3,"B,S,C",3.25
Metiisto,Australia,2018,Solomon Islands,Oceania,67.0,60-70%,3,"B,S,C",3.75
Metropolitan,Amsterdam,2015,Blend,Other,70.0,60-70%,3,"B,S,V",3.5
Meybol,Germany,2018,Peru,South America,70.0,60-70%,3,"B,S,C",3.5
Michel Cluizel,France,2006,Blend,Other,60.0,50-60%,4,"B,S,C,V",2.0
Michel Cluizel,France,2006,Blend,Other,85.0,80-90%,4,"B,S,C,V",2.0
Michel Cluizel,France,2006,Blend,Other,99.0,90-100%,4,"B,S,C,V",2.0
Michel Cluizel,France,2006,Sao Tome,Africa,70.0,60-70%,4,"B,S,C,V",3.0
Michel Cluizel,France,2006,Dominican Republic,North America,67.0,60-70%,4,"B,S,C,V",3.75
Michel Cluizel,France,2006,Madagascar,Africa,65.0,60-70%,4,"B,S,C,V",3.75
Michel Cluizel,France,2006,Papua New Guinea,Oceania,64.0,60-70%,4,"B,S,C,V",3.75
Michel Cluizel,France,2007,Venezuela,South America,66.0,60-70%,4,"B,S,C,V",3.5
Michel Cluizel,France,2007,Sao Tome,Africa,67.0,60-70%,4,"B,S,C,V",3.5
Michel Cluizel,France,2012,Mexico,North America,66.0,60-70%,4,"B,S,C,V",3.75
Michel Cluizel,France,2017,Colombia,South America,69.0,60-70%,4,"B,S,C,V",3.25
Michel Cluizel,France,2019,Brazil,South America,70.0,60-70%,4,"B,S,C,V",3.0
Michel Cluizel,France,2019,Guatemala,North America,70.0,60-70%,4,"B,S,C,V",3.5
Middlebury,U.S.A.,2012,Blend,Other,65.0,60-70%,4,"B,S*,C,Sa",1.5
Middlebury,U.S.A.,2012,Bolivia,South America,75.0,70-80%,4,"B,S*,C,Sa",2.0
Middlebury,U.S.A.,2012,Indonesia,Asia,70.0,60-70%,4,"B,S*,C,Sa",2.5
Middlebury,U.S.A.,2013,Dominican Republic,North America,75.0,70-80%,3,"B,S*,Sa",2.5
Middlebury,U.S.A.,2013,Belize,North America,80.0,70-80%,4,"B,S,C,Sa",3.25
Middlebury,U.S.A.,2015,Tanzania,Africa,75.0,70-80%,3,"B,S,C",3.25
Middlebury,U.S.A.,2015,Belize,North America,80.0,70-80%,3,"B,S,C",3.5
Middlebury,U.S.A.,2015,Trinidad,North America,70.0,60-70%,3,"B,S,C",3.5
Middlebury,U.S.A.,2015,Nicaragua,North America,70.0,60-70%,3,"B,S,C",3.5
Middlebury,U.S.A.,2015,Dominican Republic,North America,75.0,70-80%,3,"B,S,C",3.75
Middlebury,U.S.A.,2015,Venezuela,South America,75.0,70-80%,3,"B,S,C",3.75
Mike & Becky,Belgium,2018,Dominican Republic,North America,70.0,60-70%,3,"B,S,C",3.0
Mike & Becky,Belgium,2018,India,Asia,70.0,60-70%,3,"B,S,C",3.25
Mike & Becky,Belgium,2018,Peru,South America,70.0,60-70%,3,"B,S,C",3.25
Mike & Becky,Belgium,2018,Belize,North America,70.0,60-70%,3,"B,S,C",3.5
Millcreek Cacao Roasters,U.S.A.,2012,Ecuador,South America,70.0,60-70%,4,"B,S,C,V",3.5
Millcreek Cacao Roasters,U.S.A.,2013,Ecuador,South America,70.0,60-70%,4,"B,S,C,V",2.5
Millesime,Belgium,2019,Ecuador,South America,70.0,60-70%,3,"B,S,C",3.0
Millesime,Belgium,2019,India,Asia,74.0,70-80%,3,"B,S,C",3.0
Millesime,Belgium,2019,Brazil,South America,76.0,70-80%,3,"B,S,C",3.0
Millesime,Belgium,2021,Panama,North America,75.0,70-80%,3,"B,S,C",2.75
Millesime,Belgium,2021,India,Asia,74.0,70-80%,3,"B,S,C",3.0
Millesime,Belgium,2021,Tanzania,Africa,90.0,80-90%,3,"B,S,C",3.0
Milton,Japan,2018,Brazil,South America,70.0,60-70%,2,"B,S",3.0
Milton,Japan,2018,Vietnam,Asia,70.0,60-70%,2,"B,S",3.25
Milton,Japan,2018,Madagascar,Africa,70.0,60-70%,2,"B,S",3.5
Milton,Japan,2018,Peru,South America,70.0,60-70%,2,"B,S",3.75
Mindo,U.S.A.,2010,Ecuador,South America,77.0,70-80%,3,"B,S,C",2.75
Mindo,U.S.A.,2019,Ecuador,South America,67.0,60-70%,3,"B,S,C",2.75
Minimal,Japan,2016,Haiti,North America,70.0,60-70%,2,"B,S",3.5
Mirzam,U.A.E.,2017,Papua New Guinea,Oceania,72.0,70-80%,2,"B,S",3.0
Mirzam,U.A.E.,2017,Madagascar,Africa,72.0,70-80%,2,"B,S",3.25
Mirzam,U.A.E.,2017,India,Asia,65.0,60-70%,3,"B,S,C",3.5
Mirzam,U.A.E.,2017,Vietnam,Asia,65.0,60-70%,2,"B,S",3.5
Mirzam,U.A.E.,2019,Tanzania,Africa,72.0,70-80%,3,"B,S,C",3.75
Misina,Czech Republic,2020,Vietnam,Asia,70.0,60-70%,3,"B,S,C",3.5
Mission,Brazil,2015,Brazil,South America,70.0,60-70%,2,"B,S",3.5
Mission,Brazil,2016,Brazil,South America,75.0,70-80%,2,"B,S",3.75
Mission,Brazil,2019,Puerto Rico,North America,70.0,60-70%,3,"B,S,C",3.0
Moho,U.S.A.,2010,Belize,North America,67.0,60-70%,3,"B,S,C",2.75
Moho,U.S.A.,2013,Belize,North America,72.0,70-80%,3,"B,S,C",3.0
Moho,U.S.A.,2013,Belize,North America,73.0,70-80%,3,"B,S,C",3.25
Moka Origins,U.S.A.,2018,Brazil,South America,72.0,70-80%,3,"B,S,C",2.5
Moka Origins,U.S.A.,2018,Cameroon,Africa,68.0,60-70%,2,"B,S",3.0
Moka Origins,U.S.A.,2019,Sierra Leone,Africa,72.0,70-80%,3,"B,S,C",3.0
Moka Origins,U.S.A.,2019,Dominican Republic,North America,70.0,60-70%,2,"B,S",3.5
Moka Origins,U.S.A.,2019,Tanzania,Africa,72.0,70-80%,2,"B,S",3.75
Moku,U.S.A.,2021,Madagascar,Africa,70.0,60-70%,3,"B,S,C",2.75
Moku,U.S.A.,2021,Dominican Republic,North America,70.0,60-70%,3,"B,S,C",3.25
Molucca,U.S.A.,2015,Indonesia,Asia,70.0,60-70%,2,"B,S",2.75
Molucca,U.S.A.,2015,Dominican Republic,North America,70.0,60-70%,2,"B,S",3.0
Molucca,U.S.A.,2015,Peru,South America,70.0,60-70%,2,"B,S",3.25
Momotombo,Nicaragua,2011,Nicaragua,North America,70.0,60-70%,2,"B,S",2.75
Momotombo,Nicaragua,2011,Nicaragua,North America,70.0,60-70%,2,"B,S",2.75
Momotombo,Nicaragua,2018,Nicaragua,North America,70.0,60-70%,3,"B,S,C",3.25
Monarque,Canada,2016,Dominican Republic,North America,72.0,70-80%,2,"B,S",3.5
Monarque,Canada,2021,Philippines,Asia,76.0,70-80%,3,"B,S,C",3.5
Monsoon,U.S.A.,2018,Mexico,North America,70.0,60-70%,3,"B,S,C",3.25
Monsoon,U.S.A.,2021,Peru,South America,72.0,70-80%,3,"B,S,C",3.5
Monsoon,U.S.A.,2021,Ecuador,South America,75.0,70-80%,2,"B,S",3.75
MUCHO,Mexico,2020,Mexico,North America,70.0,60-70%,3,"B,S,C",3.0
Muchomas (Mesocacao),U.S.A.,2015,Nicaragua,North America,70.0,60-70%,3,"B,S,C",3.5
Muchomas (Mesocacao),U.S.A.,2015,Nicaragua,North America,80.0,70-80%,3,"B,S,C",3.5
Musee du Chocolat Theobroma,Japan,2018,Venezuela,South America,70.0,60-70%,2,"B,S",3.5
Mutari,U.S.A.,2016,Dominican Republic,North America,71.0,70-80%,2,"B,S",2.75
Mutari,U.S.A.,2016,Tanzania,Africa,68.0,60-70%,2,"B,S",2.75
Mutari,U.S.A.,2016,Madagascar,Africa,68.0,60-70%,2,"B,S",2.75
Mutari,U.S.A.,2016,Vietnam,Asia,80.0,70-80%,2,"B,S",3.0
Nahua,Costa Rica,2013,Costa Rica,North America,58.0,50-60%,3,"B,S,C",2.5
Nahua,Costa Rica,2013,Costa Rica,North America,70.0,60-70%,3,"B,S,C",3.0
Naive,Lithuania,2012,Grenada,North America,71.0,70-80%,4,"B,S,C,V",2.5
Naive,Lithuania,2013,Blend,Other,70.0,60-70%,4,"B,S,C,L",3.75
Naive,Lithuania,2013,Peru,South America,78.0,70-80%,4,"B,S,C,L",3.75
Naive,Lithuania,2014,Venezuela,South America,75.0,70-80%,4,"B,S,C,L",2.75
Naive,Lithuania,2014,Venezuela,South America,70.0,60-70%,4,"B,S,C,L",3.0
Naive,Lithuania,2014,Nicaragua,North America,70.0,60-70%,4,"B,S,C,L",3.25
Naive,Lithuania,2019,Nicaragua,North America,67.0,60-70%,3,"B,S,C",2.75
Naive,Lithuania,2019,El Salvador,North America,70.0,60-70%,3,"B,S,C",3.25
Nathan Miller,U.S.A.,2014,Peru,South America,72.0,70-80%,2,"B,S",2.25
Nathan Miller,U.S.A.,2014,Dominican Republic,North America,70.0,60-70%,2,"B,S*",2.5
Nathan Miller,U.S.A.,2014,Madagascar,Africa,73.5,70-80%,2,"B,S",2.5
Nathan Miller,U.S.A.,2014,Ghana,Africa,70.0,60-70%,3,"B,S,C",3.5
Nearynogs,Ireland,2018,Dominican Republic,North America,70.0,60-70%,2,"B,S",3.25
Neuhaus (Callebaut),Belgium,2006,Blend,Other,73.0,70-80%,5,"B,S,C,V,L",2.0
Neuhaus (Callebaut),Belgium,2006,Sao Tome,Africa,75.0,70-80%,5,"B,S,C,V,L",2.75
Neuhaus (Callebaut),Belgium,2006,Venezuela,South America,71.0,70-80%,5,"B,S,C,V,L",3.0
Neuhaus (Callebaut),Belgium,2007,Blend,Other,73.0,70-80%,5,"B,S,C,V,L",1.0
Neuhaus (Callebaut),Belgium,2008,Trinidad,North America,67.0,60-70%,5,"B,S,C,V,L",3.75
Neuhaus (Callebaut),Belgium,2010,Papua New Guinea,Oceania,70.0,60-70%,5,"B,S,C,V,L",2.5
Nibble,U.S.A.,2015,Venezuela,South America,72.0,70-80%,2,"B,S",2.25
Nibble,U.S.A.,2015,Dominican Republic,North America,72.0,70-80%,2,"B,S",2.75
Nibble,U.S.A.,2015,Madagascar,Africa,72.0,70-80%,2,"B,S",3.0
Nibble,U.S.A.,2015,Peru,South America,72.0,70-80%,2,"B,S",3.0
Nibble,U.S.A.,2018,Brazil,South America,72.0,70-80%,2,"B,S",3.0
Night Owl,U.S.A.,2013,Peru,South America,75.0,70-80%,3,"B,S,C",2.75
Night Owl,U.S.A.,2013,Ecuador,South America,75.0,70-80%,3,"B,S,C",3.5
Nikoa,Ecuador,2019,Ecuador,South America,72.0,70-80%,3,"B,S,C",3.75
Nina,Peru,2018,Peru,South America,70.0,60-70%,3,"B,S,C",3.0
Ninth (9th) & Larkin,U.S.A.,2018,Vietnam,Asia,72.0,70-80%,3,"B,S,C",2.75
Ninth (9th) & Larkin,U.S.A.,2018,Tanzania,Africa,72.0,70-80%,3,"B,S,C",3.0
Ninth (9th) & Larkin,U.S.A.,2018,Dominican Republic,North America,72.0,70-80%,3,"B,S,C",3.0
Ninth (9th) & Larkin,U.S.A.,2019,Fiji,Oceania,74.0,70-80%,3,"B,S,C",2.75
Ninth (9th) & Larkin,U.S.A.,2019,Colombia,South America,72.0,70-80%,3,"B,S,C",3.25
Noble Bean aka Jerjobo,U.S.A.,2014,Ghana,Africa,75.0,70-80%,4,"B,S*,V,L",3.0
Noble Bean aka Jerjobo,U.S.A.,2014,Belize,North America,75.0,70-80%,4,"B,S*,V,L",3.0
Noble Bean aka Jerjobo,U.S.A.,2014,Peru,South America,75.0,70-80%,4,"B,S*,V,L",3.25
Nova Monda,Nicaragua,2012,Nicaragua,North America,75.0,70-80%,2,"B,S",2.75
Nova Monda,Nicaragua,2012,Nicaragua,North America,70.0,60-70%,2,"B,S",3.0
Nova Monda,Nicaragua,2012,Ecuador,South America,80.0,70-80%,2,"B,S",3.25
Nuance,U.S.A.,2015,Ecuador,South America,70.0,60-70%,2,"B,S",2.75
Nuance,U.S.A.,2015,Venezuela,South America,70.0,60-70%,2,"B,S",3.0
Nuance,U.S.A.,2015,Madagascar,Africa,70.0,60-70%,2,"B,S",3.5
Nuance,U.S.A.,2015,Ghana,Africa,70.0,60-70%,2,"B,S",3.75
Nuance,U.S.A.,2015,Dominican Republic,North America,70.0,60-70%,2,"B,S",3.75
Nuance,U.S.A.,2020,Nigeria,Africa,70.0,60-70%,3,"B,S,C",3.0
Nuance,U.S.A.,2020,Vietnam,Asia,70.0,60-70%,3,"B,S,C",3.25
Nugali,Brazil,2016,Brazil,South America,70.0,60-70%,3,"B,S,C",3.5
Oakland Chocolate Co.,U.S.A.,2010,Jamaica,North America,70.0,60-70%,5,"B,S,C,V,L",2.5
Obolo,Chile,2015,Peru,South America,70.0,60-70%,2,"B,S",3.75
Obolo,Chile,2019,Peru,South America,70.0,60-70%,2,"B,S",3.75
Ocelot,Scotland,2015,Congo,Africa,70.0,60-70%,3,"B,S,C",3.75
Ocelot,Scotland,2015,Peru,South America,75.0,70-80%,3,"B,S,C",4.0
Ocho,New Zealand,2014,Papua New Guinea,Oceania,66.0,60-70%,2,"B,S",2.75
Ocho,New Zealand,2014,Papua New Guinea,Oceania,70.0,60-70%,2,"B,S",3.0
Ocho,New Zealand,2014,Papua New Guinea,Oceania,88.0,80-90%,2,"B,S",3.25
Ocho,New Zealand,2014,Papua New Guinea,Oceania,74.0,70-80%,2,"B,S",3.5
Ocho,New Zealand,2016,Samoa,Oceania,100.0,90-100%,1,B,2.75
Ocho,New Zealand,2016,Samoa,Oceania,70.0,60-70%,2,"B,S",3.5
Odyssey,U.S.A.,2020,Guatemala,North America,70.0,60-70%,2,"B,S",3.0
Odyssey,U.S.A.,2020,Tanzania,Africa,70.0,60-70%,2,"B,S",3.0
Odyssey,U.S.A.,2020,Uganda,Africa,70.0,60-70%,2,"B,S",3.25
Odyssey,U.S.A.,2020,India,Asia,70.0,60-70%,2,"B,S",3.25
Odyssey,U.S.A.,2020,Colombia,South America,70.0,60-70%,2,"B,S",3.25
Odyssey,U.S.A.,2020,Bolivia,South America,70.0,60-70%,2,"B,S",3.75
Odyssey,U.S.A.,2020,Vietnam,Asia,70.0,60-70%,2,"B,S",3.75
Odyssey,U.S.A.,2021,Blend,Other,100.0,90-100%,1,B,3.0
Odyssey,U.S.A.,2021,Venezuela,South America,80.0,70-80%,2,"B,S",3.0
Odyssey,U.S.A.,2021,U.S.A.,North America,70.0,60-70%,2,"B,S",3.25
Odyssey,U.S.A.,2021,Peru,South America,70.0,60-70%,2,"B,S",3.25
Odyssey,U.S.A.,2021,Venezuela,South America,70.0,60-70%,2,"B,S",3.5
Odyssey,U.S.A.,2021,Haiti,North America,70.0,60-70%,2,"B,S",3.75
Ohiyo,U.S.A.,2015,Trinidad,North America,70.0,60-70%,3,"B,S,C",2.75
Ohiyo,U.S.A.,2015,Tanzania,Africa,70.0,60-70%,3,"B,S,C",3.0
Oialla by Bojessen (Malmo),Germany,2011,Bolivia,South America,70.0,60-70%,2,"B,S",3.5
Oialla by Bojessen (Malmo),Germany,2018,Brazil,South America,78.0,70-80%,3,"B,S,C",3.75
Olive and Sinclair,U.S.A.,2009,Blend,Other,67.0,60-70%,3,"B,S,C",2.75
Olive and Sinclair,U.S.A.,2009,Blend,Other,75.0,70-80%,3,"B,S,C",3.0
Olive and Sinclair,U.S.A.,2010,Dominican Republic,North America,72.0,70-80%,3,"B,S,C",3.0
Olive and Sinclair,U.S.A.,2010,Ghana,Africa,72.0,70-80%,3,"B,S,C",3.0
Olivia,Canada,2011,Blend,Other,76.0,70-80%,5,"B,S,C,V,L",2.0
Olivia,Canada,2011,Blend,Other,76.0,70-80%,5,"B,S,C,V,L",2.75
Olivia,Canada,2011,Blend,Other,85.0,80-90%,5,"B,S,C,V,L",2.75
Olivia,Canada,2011,Blend,Other,85.0,80-90%,5,"B,S,C,V,L",3.0
Omanhene,Ghana,2011,Ghana,Africa,80.0,70-80%,4,"B,S,C,L",2.75
Omnom,Iceland,2014,Papua New Guinea,Oceania,70.0,60-70%,3,"B,S,C",3.0
Omnom,Iceland,2014,Madagascar,Africa,66.0,60-70%,3,"B,S,C",3.5
Omnom,Iceland,2016,Tanzania,Africa,70.0,60-70%,3,"B,S,C",3.75
Omnom,Iceland,2018,Nicaragua,North America,73.0,70-80%,3,"B,S,C",3.0
Or Dubh,U.S.A.,2020,Madagascar,Africa,70.0,60-70%,2,"B,S",3.25
Or Dubh,U.S.A.,2020,Vietnam,Asia,70.0,60-70%,2,"B,S",3.25
Or Dubh,U.S.A.,2020,Tanzania,Africa,70.0,60-70%,2,"B,S",3.5
Orfeve,Switzerland,2021,Colombia,South America,75.0,70-80%,3,"B,S,C",2.75
Orfeve,Switzerland,2021,Peru,South America,70.0,60-70%,3,"B,S,C",3.25
Orfeve,Switzerland,2021,Peru,South America,75.0,70-80%,3,"B,S,C",3.25
Orfeve,Switzerland,2021,Madagascar,Africa,75.0,70-80%,3,"B,S,C",3.5
organicfair,Canada,2013,Belize,North America,74.0,70-80%,3,"B,S,C",2.75
organicfair,Canada,2013,Dominican Republic,North America,72.0,70-80%,3,"B,S,C",2.75
organicfair,Canada,2013,Nicaragua,North America,72.0,70-80%,3,"B,S,C",2.75
organicfair,Canada,2013,Dominican Republic,North America,72.0,70-80%,3,"B,S,C",3.0
organicfair,Canada,2013,Ecuador,South America,72.0,70-80%,3,"B,S,C",3.0
organicfair,South Africa,2018,Panama,North America,71.0,70-80%,3,"B,S,C",3.0
Original Beans (Felchlin),Switzerland,2009,Congo,Africa,70.0,60-70%,3,"B,S,C",3.0
Original Beans (Felchlin),Switzerland,2009,Peru,South America,75.0,70-80%,3,"B,S,C",3.0
Original Beans (Felchlin),Switzerland,2009,Bolivia,South America,68.0,60-70%,3,"B,S,C",3.25
Original Beans (Felchlin),Switzerland,2011,Bolivia,South America,66.0,60-70%,3,"B,S,C",3.75
Original Beans (Felchlin),Switzerland,2014,Papua New Guinea,Oceania,68.0,60-70%,3,"B,S,C",2.75
Original Beans (Felchlin),Switzerland,2014,Blend,Other,80.0,70-80%,2,"B,S",3.25
Original Hawaiin Chocolate Factory,U.S.A.,2006,U.S.A.,North America,60.0,50-60%,5,"B,S,C,V,L",3.0
Original Hawaiin Chocolate Factory,U.S.A.,2009,U.S.A.,North America,60.0,50-60%,5,"B,S,C,V,L",3.0
Orquidea,Peru,2012,Peru,South America,65.0,60-70%,4,"B,S,C,L",3.0
Orquidea,Peru,2012,Peru,South America,72.0,70-80%,4,"B,S,C,L",3.0
Pacari,Ecuador,2008,Ecuador,South America,60.0,50-60%,4,"B,S,C,L",2.75
Pacari,Ecuador,2008,Ecuador,South America,72.0,70-80%,4,"B,S,C,L",3.0
Pacari,Ecuador,2008,Ecuador,South America,65.0,60-70%,4,"B,S,C,L",3.0
Pacari,Ecuador,2008,Ecuador,South America,70.0,60-70%,4,"B,S,C,L",3.5
Pacari,Ecuador,2011,Ecuador,South America,70.0,60-70%,4,"B,S,C,L",3.5
Pacari,Ecuador,2012,Ecuador,South America,85.0,80-90%,4,"B,S,C,L",2.75
Pacari,Ecuador,2012,Peru,South America,70.0,60-70%,4,"B,S,C,L",4.0
Pacari,Ecuador,2014,Ecuador,South America,70.0,60-70%,4,"B,S,C,L",3.25
Pacari,Ecuador,2014,Ecuador,South America,70.0,60-70%,4,"B,S,C,L",3.5
Pacari,Ecuador,2014,Ecuador,South America,70.0,60-70%,4,"B,S,C,L",3.75
Pacari,Ecuador,2014,Ecuador,South America,70.0,60-70%,4,"B,S,C,L",4.0
Pacari,Ecuador,2016,Colombia,South America,70.0,60-70%,4,"B,S,C,L",4.0
Palet D'Or,Japan,2018,Vietnam,Asia,72.0,70-80%,5,"B,S,C,V,L",3.25
Palet D'Or,Japan,2018,Haiti,North America,70.0,60-70%,5,"B,S,C,V,L",3.5
Palet D'Or,Japan,2018,Cuba,North America,72.0,70-80%,5,"B,S,C,V,L",3.75
Palette de Bine,Canada,2014,Bolivia,South America,72.0,70-80%,2,"B,S",2.75
Palette de Bine,Canada,2014,Ecuador,South America,75.0,70-80%,2,"B,S",2.75
Palette de Bine,Canada,2014,Blend,Other,75.0,70-80%,2,"B,S",3.5
Palette de Bine,Canada,2014,Madagascar,Africa,78.0,70-80%,2,"B,S",3.75
Palette de Bine,Canada,2014,Trinidad,North America,70.0,60-70%,2,"B,S",3.75
Palette de Bine,Canada,2015,Bolivia,South America,70.0,60-70%,2,"B,S",3.25
Palette de Bine,Canada,2015,Trinidad,North America,70.0,60-70%,2,"B,S*",3.25
Palette de Bine,Canada,2015,Tanzania,Africa,72.0,70-80%,2,"B,S",3.5
Palette de Bine,Canada,2015,Vietnam,Asia,72.0,70-80%,2,"B,S",3.75
Palette de Bine,Canada,2016,Guatemala,North America,70.0,60-70%,2,"B,S",2.75
Palette de Bine,Canada,2016,Belize,North America,72.0,70-80%,2,"B,S",3.0
Palette de Bine,Canada,2017,Peru,South America,72.0,70-80%,2,"B,S",2.75
Palette de Bine,Canada,2017,Dominican Republic,North America,75.0,70-80%,2,"B,S",2.75
Palette de Bine,Canada,2017,Haiti,North America,70.0,60-70%,2,"B,S",3.5
Palette de Bine,Canada,2019,Peru,South America,70.0,60-70%,2,"B,S",3.5
Pangea,Spain,2016,Fiji,Oceania,76.0,70-80%,2,"B,S",3.0
Pangea,Spain,2019,Bolivia,South America,76.0,70-80%,2,"B,S",2.75
Pangea,Spain,2019,Philippines,Asia,76.0,70-80%,2,"B,S",3.0
Pangea,Spain,2019,Belize,North America,75.0,70-80%,2,"B,S",3.25
Pangea,Spain,2019,Madagascar,Africa,76.0,70-80%,2,"B,S",3.25
Pangea,Spain,2019,Dominican Republic,North America,76.0,70-80%,2,"B,S",3.25
Pangea,Spain,2019,Peru,South America,71.0,70-80%,2,"B,S",3.5
Park 75,U.S.A.,2014,Blend,Other,65.0,60-70%,3,"B,S,V",3.5
Parliament,U.S.A.,2014,Bolivia,South America,70.0,60-70%,2,"B,S",3.0
Parliament,U.S.A.,2014,Dominican Republic,North America,70.0,60-70%,2,"B,S",3.5
Parliament,U.S.A.,2015,Guatemala,North America,70.0,60-70%,2,"B,S",3.5
Parliament,U.S.A.,2016,Tanzania,Africa,70.0,60-70%,2,"B,S",3.25
Parre Chocolat,U.S.A.,2019,Guatemala,North America,75.0,70-80%,3,"B,S,C",2.75
Parre Chocolat,U.S.A.,2019,Dominican Republic,North America,75.0,70-80%,3,"B,S,C",2.75
Parre Chocolat,U.S.A.,2019,Colombia,South America,75.0,70-80%,3,"B,S,C",3.0
Pascha,Peru,2013,Peru,South America,55.0,50-60%,4,"B,S,C,V",2.5
Pascha,Peru,2013,Peru,South America,70.0,60-70%,4,"B,S,C,V",2.75
Patric,U.S.A.,2007,Madagascar,Africa,70.0,60-70%,3,"B,S,C",4.0
Patric,U.S.A.,2009,Madagascar,Africa,67.0,60-70%,3,"B,S,C",3.5
Patric,U.S.A.,2009,Venezuela,South America,70.0,60-70%,3,"B,S,C",3.5
Patric,U.S.A.,2009,Madagascar,Africa,75.0,70-80%,3,"B,S,C",4.0
Patric,U.S.A.,2011,Blend,Other,70.0,60-70%,3,"B,S,C",3.75
Patric,U.S.A.,2013,Peru,South America,67.0,60-70%,3,"B,S,C",4.0
Paul Young,U.K.,2014,Madagascar,Africa,73.0,70-80%,2,"B,S*",2.25
Paul Young,U.K.,2014,Madagascar,Africa,64.0,60-70%,2,"B,S*",2.75
